Title,PDF,Published
Intrinsic Classes in the Union of European Football Associations Soccer Team Ranking,http://arxiv.org/pdf/1407.1886v1,2014-07-07
ELIGN: Expectation Alignment as a Multi-Agent Intrinsic Reward,http://arxiv.org/pdf/2210.04365v2,2022-10-09
